,Unnamed: 0,text,sentiment_id,sentiment
196,29,"The betrothed pair were very happy, and the mother was happy too.",4,Happy
197,30,"""There is no real pleasure in travelling,"" said mamma; ""to tell the truth, it's very wearisome; I beg pardon for saying so.",2,Angry-Disgusted
198,31,"I was soon very tired of it, although I had my children with me; and, besides, it's very expensive work travelling, very expensive.",2,Angry-Disgusted
199,32,"And all those galleries one is expected to see, and the quantity of things you are obliged to run after!",2,Angry-Disgusted
200,33,"It must be done, for very shame; you are sure to be asked when you come back if you have seen everything, and will most likely be told that you've omitted to see what was best worth seeing of all.",2,Angry-Disgusted
201,34,"I got tired at last of those endless Madonnas; I began to think I was turning into a Madonna myself.""",2,Angry-Disgusted
202,35,"""Yes, indeed,"" she replied, ""no such a thing as a respectable meat soup- their cookery is miserable stuff.""",2,Angry-Disgusted
203,36,"Alfred wept, and mamma wept, and they both wore mourning.",6,Sad
204,37,"She had also to experience another grief in seeing Alfred marry again, marry Sophy, who was nothing at all to look at.",6,Sad
205,38,"""He's gone to the very extreme,"" said mamma-in-law; ""he has gone from the most beautiful to the ugliest, and he has forgotten his first wife.",2,Angry-Disgusted
206,39,"""'Pygmalion loved his Galatea,' was in the song they sung at my first wedding,"" said Alfred; ""I once fell in love with a beautiful statue, which awoke to life in my arms; but the kindred soul, which is a gift from heaven, the angel who can feel and sympathize with and elevate us, I have not found and won till now.",4,Happy
207,40,"""Understand!",7,Surprised
208,41,"""How beautiful this world is!"" said the caterpillar.",4,Happy
209,42,"""The sun is so warm, I quite enjoy it.",4,Happy
210,43,"""Wonderful weather this,"" cried one of them, ""and so refreshing.",4,Happy
211,44,"What happiness for a mother!""",4,Happy
212,45,"How charming this is for a mother, is it not Mr. Beetle?"" for she knew the stranger by his horny coat.",4,Happy
213,46,"""Certainly,"" said the beetle, ""I shall be most happy; I have been exposed to the rain, and have had to lie upon linen, and cleanliness is a thing that greatly exhausts me; I have also pains in one of my wings from standing in the draught under a piece of broken crockery.",4,Happy
214,47,"The mother gave them her blessing, and all the other beetles cried ""hurrah.""",4,Happy
215,48,"""Fie on the villain that forsook her!""",2,Angry-Disgusted
216,49,"""What a wonderful quantity of plants,"" cried the beetle; ""how good they will taste when they are decayed!",4,Happy
217,50,"""You speak without knowing the facts,"" replied the beetle; ""don't you see that I am a prisoner?""",2,Angry-Disgusted
218,51,This vexes me more than anything.,2,Angry-Disgusted
219,52,"""Oh, what a splendour!""",4,Happy
220,53,"And they ran towards each other and took one another's hand, in the great cathedral of nature and poesy, and above them sounded the invisible holy bell; happy spirits surrounded them, singing hallelujahs and rejoicing.",4,Happy
221,54,Let her be expelled from the congregation and the Church.,2,Angry-Disgusted
222,55,"""Thou child of perdition, I will yet carry out my purpose!"" cried the Bishop of Borglum.",2,Angry-Disgusted
223,56,"He seized her hand, he embraced her, and the mother wept.",4,Happy
224,57,"""Safe return, and a wedding this day next year,"" he cried; and when the glasses were empty he took the bottle, raised it on high, and said, ""Thou hast been present here on the happiest day of my life; thou shalt never be used by others!""",4,Happy
225,58,"Those were happy days, and the bottle would sing when rubbed with a cork, and it was called a great lark,"" ""Peter Jensen's lark.""",4,Happy
226,59,"For very joy, it felt ready to jump out of people's hands, and scarcely noticed that its cork had been drawn, and its contents emptied out, till it found itself carried to a cellar, to be left there and forgotten.",4,Happy
227,60,"""There's no place like home, even if it's a cellar.""",4,Happy
228,61,"The rabbit was quite excited because he knew that he was to be taken up, and let down again in a parachute.",4,Happy
229,62,"Then they hung it in the cage of the little bird, who sang and twittered more merrily than ever.",4,Happy
230,63,"But the buckwheat spread itself out with pride, and said, ""Stupid tree; he is so old that grass grows out of his body.""",2,Angry-Disgusted
231,64,"""Bend your head as we do,"" cried the ears of corn; ""the angel of the storm is coming; his wings spread from the sky above to the earth beneath.",3,Fearful
232,65,"He will strike you down before you can cry for mercy.""",3,Fearful
233,66,"The branches of the old willow-tree rustled in the wind, and large water-drops fell from his green leaves as if the old willow were weeping.",6,Sad
234,67,But Marguerite did not answer him; she was offended that he should call her a woman when she was only a girl; and there is a great difference.,2,Angry-Disgusted
235,68,"The pea-blossom pleased him most of all; she was white and red, graceful and slender, and belonged to those domestic maidens who have a pretty appearance, and can yet be useful in the kitchen.",4,Happy
236,69,"""Oh, indeed; and you will be like her some day,"" said he; and he flew away directly, for he felt quite shocked.",7,Surprised
237,70,"""I will take her,"" said the butterfly; and he made her an offer.",4,Happy
238,71,"""It is not very pleasant, certainly; I should imagine it is something like being married; for here I am stuck fast.""",6,Sad
239,72,As if these things were of any consequence!,7,Surprised
240,73,"Who would trouble themselves about such trifles? especially at a comedy, where every one is expected to be amused.",7,Surprised
241,74,"The sisters mourned as young hearts can mourn, and were especially grieved at the sight of their parents' sorrow.",6,Sad
242,75,"The father's heart was bowed down, but the mother sunk completely under the deep grief.",6,Sad
243,76,"She thought God could not take her darling little one from her; and when it did happen notwithstanding her hopes and her belief, and there could be no more doubt on the subject, she said in her feverish agony, ""God does not know it.",6,Sad
244,77,"But these doubts were no support to her, nothing on which she could rest, and she sunk into the fathomless depths of despair.",6,Sad
245,78,"The tears of her husband fell on her forehead, but she took no notice of him; her thoughts were with her dead child; her whole existence seemed wrapped up in the remembrances of the little one and of every innocent word it had uttered.",6,Sad
246,79,"When she awoke, and wanted to see her child, the husband, with tears, said, ""We have closed the coffin; it was necessary to do so.""",6,Sad
247,80,"""When God is so hard to me, how can I expect men to be better?"" she said with groans and tears.",6,Sad
248,81,"With tearful eyes and mournful glances, the sorrowing daughters and the afflicted husband looked upon her who would not hear their words of comfort; and, indeed, what comforting words could they speak, when they were themselves so full of grief?",6,Sad
249,82,"As she had sat by his little cot, so now she sat by his grave; and here she could weep freely, and her tears fell upon it.",6,Sad
250,83,"All this was new and interesting; that is, for the first time, but afterwards, as the weather-cock found out, they repeated themselves and always told the same stories, and that's very tedious, and there was no one with whom one could associate, for one and all were stale and small-minded.",2,Angry-Disgusted
251,84,"""The world is no good!"" he said.",2,Angry-Disgusted
252,85,"""Everything in it is so stupid.""",2,Angry-Disgusted
253,86,"""Everything is very stupid,"" the weather-cock said to himself.",2,Angry-Disgusted
254,87,Everything is so stupid!,2,Angry-Disgusted
255,88,"I don't want to sit here any longer.""",2,Angry-Disgusted
256,89,"How rich I am!""",4,Happy
257,90,Its joy was so great that it did not know what to think.,4,Happy
258,91,"The little bird hopped round it and sang, ""How beautifully soft the grass is, and what a lovely little flower with its golden heart and silver dress is growing here.""",4,Happy
259,92,How happy the daisy was!,4,Happy
260,93,"""Ugh!"" sighed the daisy, ""that is terrible; now they are done for.""",7,Surprised
261,94,"Indeed the poor bird had good reason to be sad, for it had been caught and put into a cage close by the open window.",6,Sad
262,95,The poor lark was most unhappy as a prisoner in a cage.,6,Sad
263,96,"The poor bird was lamenting its lost liberty, and beating its wings against the wires; and the little daisy could not speak or utter a consoling word, much as it would have liked to do so.",6,Sad
264,97,"Alas! you only remind me of what I have lost.""",6,Sad
265,98,"The evening came, and nobody appeared to bring the poor bird a drop of water; it opened its beautiful wings, and fluttered about in its anguish; a faint and mournful ""Tweet, tweet,"" was all it could utter, then it bent its little head towards the flower, and its heart broke for want and longing.",6,Sad
266,99,"The flower could not, as on the previous evening, fold up its petals and sleep; it dropped sorrowfully.",6,Sad
267,100,"The boys only came the next morning; when they saw the dead bird, they began to cry bitterly, dug a nice grave for it, and adorned it with flowers.",6,Sad
268,101,"And there she sat as proudly as if she were in a state coach, and looked all around her.",4,Happy
269,102,"Had I still my old eye, which was broken off, I believe I should weep; but no, I would not do that, it is not genteel to cry.""",6,Sad
270,103,"""Good heavens, how it crushes!"" said the darning-needle.",7,Surprised
271,104,"""Thus the small service done to the old man was richly rewarded!"" said Meta Mogen.",4,Happy
272,105,"In the garden grow roses; the mistress of the house is herself the finest rose petal, she beams with joy, the joy of good deeds: however, not done in the wide world, but in her heart, and what is preserved there is not forgotten.",4,Happy
273,106,"The paralysed girl sits in the warm sunshine and can see the wood and the lake; the world had become so large, so beautiful, and only through a single word from the kind mistress of the mansion.",4,Happy
274,107,"""The word was so easy, the deed so small,"" she said, ""the joy it afforded me was infinitely great and sweet!""",4,Happy
275,108,"A week has passed; this morning his death was in the newspaper, that is the reason of the girl's mourning!",6,Sad
276,109,"The black bow signifies mourning, the girl's face points to the same in a still higher degree; it is preserved in the heart and will never be forgotten.",6,Sad
277,110,"And they hacked away at him, and they pulled at him, and ate him up, because of the little bruise.",2,Angry-Disgusted
278,111,"""It's a drop of puddle water!"" said Kribble-Krabble.",7,Surprised
279,112,"I declare you have put on your Sunday clothes!""",7,Surprised
280,113,"""My word!",7,Surprised
281,114,"Here I come!"" shouted Jack the Dullard, and he sang till his voice echoed far and wide.",4,Happy
282,115,"""Hurrah! it is quite famous.""",4,Happy
283,116,"""Oh,"" said Jack the Dullard, ""I can hardly tell you.",4,Happy
284,117,"Then the Princess would say, ""He is of no use!",2,Angry-Disgusted
285,118,"Away with him out of the hall!""",2,Angry-Disgusted
286,119,"""He is of no use!"" said the Princess.",2,Angry-Disgusted
287,120,"""Away with him!""",2,Angry-Disgusted
288,121,"""Away with him!""",2,Angry-Disgusted
289,122,"""Ah, that's lucky!"" exclaimed Jack the Dullard, ""for I suppose you'll let me roast my crow at the same time?""",4,Happy
290,123,"""With the greatest pleasure,"" said the Princess.",4,Happy
291,124,"""I like that!"" said the Princess.",4,Happy
292,125,"But she only said this to frighten Jack the Dullard; and the clerks gave a great crow of delight, and each one spurted a blot out of his pen on to the floor.",4,Happy
293,126,"""They say that he was once an energetic young man, that he studied the dead languages, and sang and even composed many songs; then something had happened to him, and in consequence of this he gave himself up to drink, body and mind.",6,Sad
